name,COUNT,AREA,MIN (Band 1),MAX (Band 1),MEAN (Band 1),STDDEV (Band 1),MIN (Band 2),MAX (Band 2),MEAN (Band 2),STDDEV (Band 2),MIN (Band 3),MAX (Band 3),MEAN (Band 3),STDDEV (Band 3)
"K664",6091,0.8323723051000000,1.000000000000000,202.0000000000000,80.15120669840751,44.78262722222305,2.000000000000000,208.0000000000000,70.09389363099146,43.93629493126936,2.000000000000000,216.0000000000000,72.60554826001317,43.87976125863787
"K668",14470,1.977413767000000,7.000000000000000,251.0000000000000,130.3407049067035,52.65560540682776,12.00000000000000,254.0000000000000,142.0912232204560,53.83902278982826,9.000000000000000,229.0000000000000,120.7935729094679,47.82063731113033
"K674",17376,2.374536393600000,8.000000000000000,255.0000000000000,141.8539940147328,61.07047495509731,15.00000000000000,255.0000000000000,141.3688420810312,58.75964018436321,1.000000000000000,222.0000000000000,117.3950276243094,50.87032493097923
"K674x",18041,2.465412700100000,6.000000000000000,254.0000000000000,127.4513607893132,57.52100916152975,16.00000000000000,255.0000000000000,136.3569646915360,56.29091620890382,1.000000000000000,226.0000000000000,102.5996341666205,49.91482276856180
"K675",17563,2.400091084300000,2.000000000000000,254.0000000000000,123.2805329385640,61.18529846194063,11.00000000000000,255.0000000000000,138.5195012241645,63.02727434894275,2.000000000000000,241.0000000000000,110.3311507145704,53.06705572517906
"K682",13818,1.888313989800000,3.000000000000000,252.0000000000000,125.0406715877840,57.67601557088904,9.000000000000000,254.0000000000000,131.4401505282963,57.41899587585446,1.000000000000000,218.0000000000000,99.43204515848895,48.95679375829089
"K684",14924,2.039455636400000,1.000000000000000,253.0000000000000,90.63287322433661,52.02892220410790,1.000000000000000,251.0000000000000,81.42099973197534,54.15922817793221,1.000000000000000,253.0000000000000,84.42760469011728,55.29338857233797
"K686",14006,1.914005336600000,1.000000000000000,254.0000000000000,120.5159217478225,57.05291076605735,6.000000000000000,255.0000000000000,130.8554905040696,57.23581909074901,2.000000000000000,233.0000000000000,107.9335998857632,49.79161305182849
"K688",8923,1.219382380300000,1.000000000000000,207.0000000000000,84.63005715566507,46.28569049325548,1.000000000000000,202.0000000000000,83.81773343795540,47.67700044663650,3.000000000000000,205.0000000000000,91.38764989353359,48.95696672373468
"K694",17981,2.457213334100000,1.000000000000000,255.0000000000000,123.1489906011901,57.22397978870038,10.00000000000000,255.0000000000000,132.8502864134363,57.56943236063906,4.000000000000000,230.0000000000000,108.9176352816862,51.12049769555639
"K695",8980,1.227171778000000,10.00000000000000,244.0000000000000,121.7387527839644,52.79896195537481,8.000000000000000,242.0000000000000,120.6908685968820,49.34115409908783,4.000000000000000,221.0000000000000,101.5824053452116,45.60602313573644
