name,COUNT,AREA,MIN (Band 1),MAX (Band 1),MEAN (Band 1),STDDEV (Band 1),MIN (Band 2),MAX (Band 2),MEAN (Band 2),STDDEV (Band 2),MIN (Band 3),MAX (Band 3),MEAN (Band 3),STDDEV (Band 3),MIN (Band 4),MAX (Band 4),MEAN (Band 4),STDDEV (Band 4),MIN (Band 5),MAX (Band 5),MEAN (Band 5),STDDEV (Band 5)
"K009",25660,3.506595526000000,0.001683358219452202,0.05950018018484116,0.008797474282720021,0.004965973326925518,0.002214651787653565,0.05967014282941818,0.01079586792593156,0.005327745184342193,0.005663166288286448,0.1612628698348999,0.02801188632128332,0.01558019287700808,0.008904618211090565,0.1023601591587067,0.04309236058244514,0.01990463891527074,0.07981700450181961,0.8076252341270447,0.3783155001084366,0.1491065318486060
"K011",14272,1.950355859200000,0.004242946859449148,0.06371940672397614,0.01826195725589712,0.009426596840668704,0.007864256389439106,0.08937656879425049,0.03387338363111589,0.01537267007378850,0.01235498394817114,0.1888071298599243,0.05601450425410599,0.03001749255054725,0.01081791240721941,0.1127839162945747,0.05029718031401477,0.02521557688445590,0.09636840969324112,0.7422652840614319,0.3370538170135167,0.1571589409222410
"K017",14295,1.953498949500000,0.001972042489796877,0.07071962952613831,0.009383982855089767,0.005345855541566667,0.004060310311615467,0.06991903483867645,0.01896715620200366,0.008758555462739475,0.006510742008686066,0.2005890905857086,0.02769621050082366,0.01665513382228756,0.008270177990198135,0.1153545975685120,0.03754164732252541,0.01573200493690855,0.07160763442516327,0.6425498723983765,0.3549573337564769,0.1270205983466160
"K023",24633,3.366249711300000,0.002145660808309913,0.1022409275174141,0.01113397583890365,0.007379096736226844,0.003622294403612614,0.08187773823738098,0.01535352392061694,0.008446394030955163,0.006441004574298859,0.2724904716014862,0.03701690800901765,0.02216041914373994,0.008599513210356236,0.1124550253152847,0.05170584635700402,0.01829036858171253,0.07245746254920959,0.8792985677719116,0.4541444922366560,0.1455761129110589
"K036",21760,2.973636736000000,0.002448319457471371,0.06725313514471054,0.01195642104657428,0.005657758380642625,0.004993696231395006,0.05765859037637711,0.02225476331980591,0.008428945578514055,0.007308686152100563,0.1626253873109818,0.03681494426818972,0.01818755860136193,0.009849424473941326,0.08738445490598679,0.04168156259132529,0.01437006861437566,0.08682773262262344,0.7267081737518311,0.3979062981900132,0.1194842065769353
"K053",16281,2.224897964100000,0.002628706861287355,0.07597737014293671,0.01199423591374646,0.005828475355994210,0.006429435219615698,0.08842508494853973,0.02589606334704202,0.01161626542579300,0.007240325212478638,0.1911627948284149,0.03633653876250358,0.01772546597764982,0.008164794184267521,0.1163888722658157,0.04988498704259799,0.02203091174031613,0.07564081996679306,0.9142415523529053,0.3969057061203274,0.1599044567029446
"K054",27294,3.729891593400000,0.001836100709624588,0.04241359978914261,0.009905171781842177,0.005737117407036797,0.004944212269037962,0.07455848902463913,0.02234115492622945,0.01162069950905726,0.006318487692624331,0.1308172494173050,0.03108078154963611,0.01976345859666370,0.007500196341425180,0.1155997663736343,0.04675268575943171,0.02135846612941537,0.06951826065778732,0.7859422564506531,0.3914040350056638,0.1440850127339042
"K055",7176,0.9806441736000000,0.002226711949333549,0.04453348368406296,0.01246535388028370,0.007344727915966796,0.006357721053063869,0.08954868465662003,0.02731268543773670,0.01511207944591519,0.008207105100154877,0.1670146435499191,0.04062228320530378,0.02757740951392795,0.008780672214925289,0.1221726462244987,0.04889994222487021,0.02360057094919667,0.08419116586446762,0.8212078809738159,0.3707451782352318,0.1438579951652513
"K058",25806,3.526547316600000,0.002312166849151254,0.06531921774148941,0.01196094405354337,0.006710081425954530,0.005791916511952877,0.08542315661907196,0.02845227828474606,0.01460336480285134,0.006895297206938267,0.1691411882638931,0.03878676959517791,0.02301414637051709,0.008534915745258331,0.1273269206285477,0.05122133496741519,0.02290369849972087,0.07899069786071777,0.8083636760711670,0.4090294587644370,0.1463334801271817
"K066",23619,3.227680425900000,0.001990413991734385,0.04598600417375565,0.01241044210458094,0.006583813048223194,0.004974927753210068,0.09208419173955917,0.02746045480424038,0.01313309380004456,0.006250546779483557,0.1866035163402557,0.03978227080730440,0.02495962038759102,0.008414394222199917,0.1354021430015564,0.04928009471501139,0.02119245080297046,0.08047570288181305,0.9390487670898438,0.4013860925645326,0.1429765203709394
